_ts|_fl|id|name|real_position|real_position_side|known_name|short_name|last_name|first_name|middle_name|team_id|preferred_foot|club|caps|goals|jersey_num|country|birth_date|position
0|+|37265|Alexis Sánchez|Winger|Right||Sánchez|Sánchez|Alexis||831|Both|Barcelona|67|22|7|Chile|1988-12-19|Forward
0|+|59794|Carlo Costly|Striker|Centre||Costly|Costly|Carlo|Yaír|847||Real Espana|69|31|13|Honduras|1982-07-18|Forward
0|+|37269|Gonzalo Jara|Full Back|Right||Jara|Jara|Gonzalo|Alejandro|831||Unknown|65|3|18|Chile|1985-08-29|Defender
0|+|19524|Santiago Cazorla|Attacking Midfielder|Left/Centre/Right||Cazorla|Cazorla|Santiago||118|Both|Arsenal|64|11|20|Spain|1984-12-13|Midfielder
0|+|98718|Rodrigo Muñoz|Goalkeeper|Unknown||Muñoz|Muñoz|Rodrigo|Martín|837||Libertad|0|0|12|Uruguay|1982-01-22|Goalkeeper
0|+|33190|Jorge Valdívia|Second Striker|Centre||Valdívia|Valdívia|Jorge|Luis|831||Palmeiras|57|4|10|Chile|1983-10-19|Midfielder
0|+|39336|Luis Suarez|Striker|Centre||Suarez|Suarez|Luis|Alberto|837|Right|Liverpool|77|39|9|Uruguay|1987-01-24|Forward
0|+|49579|Pedro|Second Striker|Left/Right|Pedro|Pedro|Rodríguez Ledesma|Pedro||118|Both|Barcelona|40|14|11|Spain|1987-07-28|Forward
0|+|86444|Ricardo Álvarez|Attacking Midfielder|Left/Centre||Álvarez|Álvarez|Ricardo||632|Left|Internazionale|7|1|19|Argentina|1988-04-12|Midfielder
0|+|61170|Marco Verratti|Central Midfielder|Centre||Verratti|Verratti|Marco||119|Right|Paris Saint Germain|6|1|23|Italy|1992-11-05|Midfielder
0|+|86455|Kim Chang-Soo|Full Back|Right|Kim Chang-Soo|Kim Chang-Soo|Kim|Chang-Soo||1041||Kashiwa Reysol|9|0|2|South Korea|1985-09-12|Defender
0|+|86458|Ha Dae-Sung|Central Midfielder|Centre|Ha Dae-Sung|Ha Dae-Sung|Ha|Dae-Sung||1041||Beijing Guoan|13|0|8|South Korea|1985-03-02|Midfielder
0|+|15154|Jean Makoun|Defensive Midfielder|Centre||Makoun|Makoun|Jean||494||Rennes|67|5|11|Cameroon|1983-05-29|Midfielder
0|+|108991|Nabil Ghilas|Striker|Centre||Ghilas|Ghilas|Nabil||1215|Right|FC Porto|5|2|9|Algeria|1990-04-20|Forward
0|+|149956|Chigozie Agbim|Goalkeeper|Unknown||Agbim|Agbim|Chigozie||1216||Gombe United|14|0|21|Nigeria|1984-11-28|Goalkeeper
0|+|149958|Azubuike Egwuekwe|Central Defender|Centre||Egwuekwe|Egwuekwe|Azubuike|Emanuel|1216||Warri Wolves|31|1|6|Nigeria|1989-07-16|Defender
0|+|14791|Sulley Ali Muntari|Central Midfielder|Left/Centre||Muntari|Muntari|Sulley Ali||1219|Left|Milan|81|21|11|Ghana|1984-08-27|Midfielder
0|+|12745|Leighton Baines|Full Back|Left||Baines|Baines|Leighton|John|114||Everton|24|1|3|England|1984-12-11|Defender
0|+|149962|Ejike Uzoenyi|Winger|Left||Uzoenyi|Uzoenyi|Ejike|Christantus Ejike|1216||Mamelodi Sundowns FC|19|3|3|Nigeria|1992-03-23|Midfielder
0|+|149963|Reuben Gabriel|Defensive Midfielder|Centre||Gabriel|Gabriel|Reuben|Shalu|1216|Right|Waasland Beveren|11|0|4|Nigeria|1990-09-25|Midfielder
0|+|59856|Abel Hernández|Striker|Centre||Hernández|Hernández|Abel|Mathías|837|Left|Palermo|12|7|8|Uruguay|1990-08-08|Forward
0|+|98769|Ji Dong-Won|Striker|Centre|Ji Dong-Won|Ji Dong-Won|Ji|Dong-Won||1041|Right|FC Augsburg|28|8|19|South Korea|1991-05-28|Forward
0|+|170450|Kim Seung-Gyu|Goalkeeper|Unknown|Kim Seung-Gyu|Kim Seung-Gyu|Kim|Seung-Gyu||1041||Ulsan Hyundai|5|0|21|South Korea|1990-09-30|Goalkeeper
0|+|170452|Lee Yong|Full Back|Right|Lee Yong|Lee Yong|Lee|Yong||1041||Ulsan Hyundai|12|0|12|South Korea|1986-12-24|Defender
0|+|98773|Masahiko Inoha|Central Defender|Centre||Inoha|Inoha|Masahiko||1266||Jubilo Iwata|21|1|19|Japan|1985-08-28|Defender
0|+|16854|Philippe Senderos|Central Defender|Centre||Senderos|Senderos|Philippe||497|Right|Aston Villa|53|5|4|Switzerland|1985-02-14|Defender
0|+|98780|Juan Carlos Paredes|Wing Back|Right||Paredes|Paredes|Juan Carlos||830||Barcelona de Guayaquil|38|0|4|Ecuador|1987-07-08|Defender
0|+|98783|Frickson Erazo|Central Defender|Centre||Erazo|Erazo|Frickson|Rafael|830||Flamengo|37|1|3|Ecuador|1988-05-05|Defender
0|+|74208|Paul Pogba|Central Midfielder|Centre||Pogba|Pogba|Paul|Labile|368|Right|Juventus|11|2|19|France|1993-03-15|Midfielder
0|+|98785|Jaime Ayoví|Striker|Centre|Jaime Ayoví|Jaime Ayoví|Ayoví|Jaime|Javier|830||Club Tijuana|30|9|17|Ecuador|1988-02-21|Forward
0|+|72162|Jasper Cillessen|Goalkeeper|Unknown||Cillessen|Cillessen|Jasper||366||Ajax|8|0|1|Netherlands|1989-04-22|Goalkeeper
0|+|28411|Keylor Navas|Goalkeeper|Unknown||Navas|Navas|Keylor|Antonio|838|Right|Levante|53|0|1|Costa Rica|1986-12-15|Goalkeeper
0|+|121319|Esteban Granados|Defensive Midfielder|Centre|Esteban Granados|Esteban Granados|Granados Maroto|Óscar Esteban||838||Herediano|11|0|13|Costa Rica|1985-10-25|Midfielder
0|+|33256|Johnny Herrera|Goalkeeper|Unknown||Herrera|Herrera|Johnny|Cristián|831|Left|Universidad de Chile|8|0|23|Chile|1981-05-09|Goalkeeper
0|+|39297|Rubén Amorim|Central Midfielder|Centre||Amorim|Amorim|Rubén|Filipe Marques|359||Benfica|13|0|20|Portugal|1985-01-27|Midfielder
0|+|121332|Waylon Francis|Full Back|Left||Francis|Francis|Waylon||838||Columbus Crew|1|0|12|Costa Rica|1990-09-20|Defender
0|+|37368|Michael Bradley|Central Midfielder|Centre||Bradley|Bradley|Michael|Sheehan|596|Right|Toronto FC|85|12|4|USA|1987-07-31|Midfielder
0|+|104953|Christian Atsu|Winger|Left||Atsu|Atsu|Christian||1219|Left|Chelsea|23|4|7|Ghana|1992-01-10|Midfielder
0|+|158206|Yuya Osako|Striker|Centre||Osako|Osako|Yuya||1266|Right|TSV 1860 München|8|3|18|Japan|1990-05-18|Forward
0|+|17152|Jermaine Jones|Defensive Midfielder|Centre||Jones|Jones|Jermaine||596|Right|Besiktas|44|2|13|USA|1981-11-03|Midfielder
0|+|100866|Javier Aquino|Winger|Right||Aquino|Aquino|Javier|Ignacio|659||Villarreal|22|0|20|Mexico|1990-02-11|Midfielder
0|+|100867|Diego Reyes|Central Defender|Centre||Reyes|Reyes|Diego|Antonio|659||FC Porto|14|0|5|Mexico|1992-09-19|Defender
0|+|107013|Mattia De Sciglio|Full Back|Left/Right||De Sciglio|De Sciglio|Mattia||119|Right|Milan|11|0|2|Italy|1992-10-20|Defender
0|+|100870|Miguel Ponce|Full Back|Left||Ponce|Ponce|Miguel|Ángel|659||Toluca|6|1|16|Mexico|1989-04-12|Defender
0|+|68353|Sime Vrsaljko|Full Back|Right||Vrsaljko|Vrsaljko|Sime||535|Right|Genoa|7|0|2|Croatia|1992-01-10|Defender
0|+|61960|Celso Borges|Attacking Midfielder|Centre||Borges|Borges|Celso||838||AIK|62|14|5|Costa Rica|1988-05-27|Midfielder
0|+|61962|Mario Martínez|Attacking Midfielder|Centre||Martínez|Martínez|Mario|Roberto|847|Left|Real Espana|37|3|10|Honduras|1989-07-30|Midfielder
0|+|33298|Jean Beausejour|Winger|Left||Beausejour|Beausejour|Jean|André Emanuel|831||Wigan Athletic|60|5|15|Chile|1984-06-01|Midfielder
0|+|88596|Stefanos Kapino|Goalkeeper|Unknown||Kapino|Kapino|Stefanos||517||Panathinaikos|2|0|13|Greece|1994-03-18|Goalkeeper
0|+|37399|Fredy Guarín|Central Midfielder|Centre||Guarín|Guarín|Fredy||832|Right|Internazionale|49|4|13|Colombia|1986-06-30|Midfielder
0|+|6685|Rafael Márquez|Central Defender|Centre||Márquez|Márquez|Rafael||659||León|120|15|4|Mexico|1979-02-13|Defender
0|+|61982|Mathis Bolly|Winger|Left/Right||Bolly|Bolly|Mathis||1221|Both|Fortuna Düsseldorf|4|0|6|Côte d'Ivoire|1990-11-14|Midfielder
0|+|56069|Eyong Enoh|Defensive Midfielder|Centre||Enoh|Enoh|Eyong|Tarkang|494||Antalyaspor|36|2|18|Cameroon|1986-03-23|Midfielder
0|+|14880|Hugo Campagnaro|Central Defender|Centre||Campagnaro|Campagnaro|Hugo||632|Right|Internazionale|15|0|3|Argentina|1980-06-27|Defender
0|+|61988|Adam Larsen Kwarasey|Goalkeeper|Unknown||Larsen Kwarasey|Larsen Kwarasey|Adam||1219||Strømsgodset|21|0|12|Ghana|1987-12-12|Goalkeeper
0|+|39461|Jô|Striker|Centre|Jô|Jô|de Assis Silva|João Alves||614|Left|Atlético Mineiro|17|5|21|Brazil|1987-03-20|Forward
0|+|47654|Luiz Gustavo|Defensive Midfielder|Centre|Luiz Gustavo|Luiz Gustavo|Dias|Luiz Gustavo||614|Left|VfL Wolfsburg|19|1|17|Brazil|1987-07-23|Midfielder
0|+|39464|Vangelis Moras|Central Defender|Left/Centre||Moras|Moras|Vangelis||517|Right|Verona|19|0|5|Greece|1981-08-26|Defender
0|+|47659|Ryan McGowan|Central Defender|Centre||McGowan|McGowan|Ryan|James|575||Shandong Luneng|9|0|19|Australia|1989-08-15|Defender
0|+|6700|Mickaël Landreau|Goalkeeper|Unknown||Landreau|Landreau|Mickaël|Vincent André-Marie|368||Bastia|11|0|23|France|1979-05-14|Goalkeeper
0|+|39471|Panagiotis Kone|Attacking Midfielder|Left/Centre/Right||Kone|Kone|Panagiotis||517|Left|Bologna|16|1|8|Greece|1987-07-26|Midfielder
0|+|39476|Sokratis|Central Defender|Centre|Sokratis|Sokratis|Papastathopoulos|Sokratis||517|Right|Borussia Dortmund|47|0|19|Greece|1988-06-09|Defender
0|+|43575|Valentin Stocker|Winger|Left||Stocker|Stocker|Valentin||497||Hertha BSC|24|3|14|Switzerland|1989-04-12|Midfielder
0|+|105017|Patrick Pemberton|Goalkeeper|Unknown||Pemberton|Pemberton|Patrick|Alberto|838||Alajuelense|21|0|18|Costa Rica|1982-04-24|Goalkeeper
0|+|105021|Giancarlo Gonzalez|Central Defender|Centre||Gonzalez|Gonzalez|Giancarlo||838||Columbus Crew|35|2|3|Costa Rica|1988-02-08|Defender
0|+|100927|Christoph Kramer|Defensive Midfielder|Centre||Kramer|Kramer|Christoph||357|Both|Borussia Mönchengladbach|2|0|23|Germany|1991-02-19|Midfielder
0|+|78404|Shusaku Nishikawa|Goalkeeper|Unknown||Nishikawa|Nishikawa|Shusaku||1266||Urawa Reds|13|0|12|Japan|1986-06-18|Goalkeeper
0|+|76359|Phil Jones|Central Defender|Centre||Jones|Jones|Phil||114|Right|Manchester United|10|0|16|England|1992-02-21|Defender
0|+|78409|Atsuto Uchida|Full Back|Right||Uchida|Uchida|Atsuto||1266|Right|FC Schalke 04|67|2|2|Japan|1988-03-27|Defender
0|+|12875|DaMarcus Beasley|Wing Back|Left||Beasley|Beasley|DaMarcus|Lamont|596||Puebla|116|17|7|USA|1982-05-24|Defender
0|+|78412|Shinji Okazaki|Striker|Centre||Okazaki|Okazaki|Shinji||1266|Right|1. FSV Mainz 05|75|38|9|Japan|1986-04-16|Forward
0|+|100941|John Anthony Brooks|Central Defender|Centre||Brooks|Brooks|John Anthony||596|Left|Hertha BSC|4|0|6|USA|1993-01-28|Defender
0|+|33360|Francisco Javier Rodríguez|Central Defender|Centre||Rodríguez|Rodríguez|Francisco Javier||659||América|93|1|2|Mexico|1981-10-20|Defender
0|+|118884|Erik Durm|Full Back|Left/Right||Durm|Durm|Erik||357|Right|Borussia Dortmund|1|0|15|Germany|1992-05-12|Defender
0|+|90714|Ahmed Musa|Striker|Centre||Musa|Musa|Ahmed||1216||CSKA Moscow|37|5|7|Nigeria|1992-10-14|Forward
0|+|14941|Klaas-Jan Huntelaar|Striker|Centre||Huntelaar|Huntelaar|Klaas-Jan||366|Right|FC Schalke 04|62|34|19|Netherlands|1983-08-12|Forward
0|+|33376|Guillermo Ochoa|Goalkeeper|Unknown||Ochoa|Ochoa|Guillermo||659||Ajaccio|57|0|13|Mexico|1985-07-13|Goalkeeper
0|+|21091|Alexandre Song|Central Midfielder|Centre||Song|Song|Alexandre|Dimitri|494||Barcelona|47|0|6|Cameroon|1987-09-09|Midfielder
0|+|82533|Andy Najar|Winger|Right||Najar|Najar|Andy||847||RSC Anderlecht|18|1|17|Honduras|1993-03-16|Midfielder
0|+|41574|Jozy Altidore|Striker|Centre||Altidore|Altidore|Jozy|Volmy|596|Right|Sunderland|69|22|17|USA|1989-11-06|Forward
0|+|21095|Ron Vlaar|Central Defender|Centre||Vlaar|Vlaar|Ron|Peter|366||Aston Villa|24|1|2|Netherlands|1985-02-16|Defender
0|+|66153|Samuel Inkoom|Full Back|Right||Inkoom|Inkoom|Samuel||1219||Platanias|46|1|2|Ghana|1989-06-01|Defender
0|+|38551|Vieirinha|Winger|Left/Right|Vieirinha|Vieirinha|Vieira de Freitas|Adelino André||359|Right|VfL Wolfsburg|9|1|10|Portugal|1986-01-24|Midfielder
0|+|49773|Albert Adomah|Winger|Right||Adomah|Adomah|Albert|Danquah|1219||Middlesbrough|15|1|14|Ghana|1987-12-13|Midfielder
0|+|19054|Lionel Messi|Second Striker|Left/Centre/Right||Messi|Messi|Lionel||632|Left|Barcelona|86|38|10|Argentina|1987-06-24|Forward
0|+|4719|Dirk Kuyt|Second Striker|Centre/Right||Kuyt|Kuyt|Dirk||366||Fenerbahce|98|24|15|Netherlands|1980-07-22|Midfielder
0|+|103025|Riyad Mahrez|Winger|Left/Centre/Right||Mahrez|Mahrez|Riyad||1215||Leicester City|2|0|21|Algeria|1991-02-21|Forward
0|+|27250|Fred|Striker|Centre|Fred|Fred|Chaves Guedes|Frederico||614||Fluminense|33|17|9|Brazil|1983-10-03|Forward
0|+|100981|Francisco Silva|Defensive Midfielder|Centre||Silva|Silva|Francisco||831|Right|Osasuna|12|0|5|Chile|1986-02-11|Midfielder
0|+|105080|Daniel Cambronero|Goalkeeper|Unknown||Cambronero|Cambronero|Daniel||838||Herediano|2|0|23|Costa Rica|1986-01-08|Goalkeeper
0|+|60025|James Rodríguez|Attacking Midfielder|Left/Centre||Rodríguez|Rodríguez|James||832|Left|Monaco|22|5|10|Colombia|1991-07-12|Midfielder
0|+|10875|Faryd Mondragón|Goalkeeper|Unknown||Mondragón|Mondragón|Faryd||832||Unknown|50|0|22|Colombia|1971-06-21|Goalkeeper
0|+|37507|Jorge Fucile|Full Back|Left/Right||Fucile|Fucile|Jorge|Ciro|837|Right|FC Porto|42|0|4|Uruguay|1984-11-19|Defender
0|+|100997|Park Joo-Ho|Full Back|Left|Park Joo-Ho|Park Joo-Ho|Park|Joo-Ho||1041|Left|1. FSV Mainz 05|14|0|22|South Korea|1987-01-16|Defender
0|+|37510|Walter Gargano|Central Midfielder|Centre||Gargano|Gargano|Walter|Alejandro|837|Right|Napoli|63|1|5|Uruguay|1984-07-23|Midfielder
0|+|39563|Marcelo|Full Back|Left|Marcelo|Marcelo|Da Silva Junior|Marcelo Vieira||614|Left|Real Madrid|31|4|6|Brazil|1988-05-12|Defender
0|+|12056|Boubacar Barry|Goalkeeper|Unknown||Barry|Barry|Boubacar||1221||KSC Lokeren|76|0|1|Côte d'Ivoire|1979-12-30|Goalkeeper
0|+|111251|Matthias Ginter|Central Defender|Centre||Ginter|Ginter|Matthias||357|Right|Sport-Club Freiburg|2|0|3|Germany|1994-01-19|Defender
0|+|51310|Yacine Brahimi|Attacking Midfielder|Left/Centre/Right||Brahimi|Brahimi|Yacine||1215||Granada CF|6|0|11|Algeria|1990-02-08|Midfielder
0|+|43670|Juan Mata|Attacking Midfielder|Left/Centre/Right||Mata|Mata|Juan||118|Left|Manchester United|33|9|13|Spain|1988-04-28|Midfielder
0|+|55407|Álvaro Pereira|Wing Back|Left|Álvaro Pereira|Álvaro Pereira|Pereira|Álvaro|Daniel|837|Left|São Paulo|57|6|6|Uruguay|1985-11-28|Midfielder
0|+|49822|Hernanes|Attacking Midfielder|Centre|Hernanes|Hernanes|de Carvalho Andrade Lima|Anderson Hernanes||614|Both|Internazionale|24|2|18|Brazil|1985-05-29|Midfielder
0|+|83630|Mitchell Langerak|Goalkeeper|Unknown||Langerak|Langerak|Mitchell||575|Right|Borussia Dortmund|3|0|12|Australia|1988-08-22|Goalkeeper
0|+|21155|Salvatore Sirigu|Goalkeeper|Unknown||Sirigu|Sirigu|Salvatore||119||Paris Saint Germain|8|0|12|Italy|1987-01-12|Goalkeeper
0|+|27300|Cristian Zapata|Central Defender|Centre||Zapata|Zapata|Cristian||832|Right|Milan|24|0|2|Colombia|1986-09-30|Defender
0|+|119463|Hwang Seok-Ho|Central Defender|Left/Centre/Right|Hwang Seok-Ho|Hwang Seok-Ho|Hwang|Seok-Ho||1041||Sanfrecce Hiroshima|3|0|6|South Korea|1989-06-27|Defender
0|+|111274|Carlos Bacca|Striker|Centre||Bacca|Bacca|Carlos||832|Right|Sevilla|11|3|17|Colombia|1986-09-08|Forward
0|+|119467|Park Jong-Woo|Central Midfielder|Centre|Park Jong-Woo|Park Jong-Woo|Park|Jong-Woo||1041||Guangzhou R&F|10|0|15|South Korea|1989-03-10|Midfielder
0|+|43692|Anel Hadzic|Defensive Midfielder|Centre||Hadzic|Hadzic|Anel||537||SK Puntigamer Sturm Graz|2|0|21|Bosnia and Herzegovina|1989-08-16|Midfielder
0|+|43693|Martín Cáceres|Central Defender|Left/Centre/Right||Cáceres|Cáceres|Martín|Martín|837|Right|Juventus|57|1|22|Uruguay|1987-04-07|Defender
0|+|41647|Chris Wondolowski|Striker|Centre||Wondolowski|Wondolowski|Chris|Elliott|596||San Jose Earthquakes|20|9|18|USA|1983-01-28|Forward
0|+|10929|Hélder Postiga|Striker|Centre||Postiga|Postiga|Hélder|Manuel Marques|359|Right|Lazio|69|27|23|Portugal|1982-08-02|Forward
0|+|78515|Esteban Paredes|Striker|Centre||Paredes|Paredes|Esteban||831|Right|Colo Colo|35|10|22|Chile|1980-08-01|Forward
0|+|53943|José Basanta|Central Defender|Centre||Basanta|Basanta|José|María|632||Monterrey|10|0|23|Argentina|1984-04-03|Defender
0|+|98762|Kim Young-Gwon|Central Defender|Centre|Kim Young-Gwon|Kim Young-Gwon|Kim|Young-Gwon||1041|Left|Guangzhou Evergrande|21|1|5|South Korea|1990-02-27|Defender
0|+|83448|Eugene Galekovic|Goalkeeper|Unknown||Galekovic|Galekovic|Eugene||575||Adelaide United|8|0|18|Australia|1981-06-12|Goalkeeper
0|+|37572|Sergio Agüero|Striker|Left/Centre/Right||Agüero|Agüero|Sergio||632|Both|Manchester City|51|21|20|Argentina|1988-06-02|Forward
0|+|27334|Mathieu Debuchy|Full Back|Right||Debuchy|Debuchy|Mathieu||368||Newcastle United|21|2|2|France|1985-07-28|Defender
0|+|12999|Austin Ejide|Goalkeeper|Unknown||Ejide|Ejide|Austin|Amamchukwu|1216||Hapoel Be'er Sheva|31|0|16|Nigeria|1984-04-08|Goalkeeper
0|+|117448|Fidel Martínez|Winger|Left/Right||Martínez|Martínez|Fidel||830||Club Tijuana|8|2|20|Ecuador|1990-02-15|Midfielder
0|+|119498|Shuichi Gonda|Goalkeeper|Unknown||Gonda|Gonda|Shuichi||1266||FC Tokyo|2|0|23|Japan|1989-03-03|Goalkeeper
0|+|27341|Yohan Cabaye|Central Midfielder|Centre||Cabaye|Cabaye|Yohan||368||Paris Saint Germain|30|3|6|France|1986-01-14|Midfielder
0|+|119504|Hotaru Yamaguchi|Defensive Midfielder|Centre||Yamaguchi|Yamaguchi|Hotaru||1266||Cerezo Osaka|11|0|16|Japan|1990-10-06|Midfielder
0|+|78545|Joao Rojas|Second Striker|Left/Right||Rojas|Rojas|Joao|Robin|830||Cruz Azul|30|2|9|Ecuador|1989-06-14|Forward
0|+|148179|Enner Valencia|Striker|Centre|Enner Valencia|Enner Valencia|Valencia|Enner|Remberto|830||Pachuca|10|4|13|Ecuador|1989-11-04|Forward
0|+|68309|Mario Gavranovic|Second Striker|Left/Centre/Right||Gavranovic|Gavranovic|Mario||497||FC Zürich|11|4|17|Switzerland|1989-11-24|Forward
0|+|19160|Johan Djourou|Central Defender|Centre||Djourou|Djourou|Johan||497|Right|Hamburger SV|44|1|20|Switzerland|1987-01-18|Defender
0|+|13017|Wayne Rooney|Second Striker|Left/Centre/Right||Rooney|Rooney|Wayne|Mark|114||Manchester United|92|39|10|England|1985-10-24|Forward
0|+|28111|Arthur Boka|Full Back|Left||Boka|Boka|Arthur||1221|Left|VfB Stuttgart|78|1|3|Côte d'Ivoire|1983-04-02|Defender
0|+|180956|Rahman Ahmadi|Goalkeeper|Unknown||Ahmadi|Ahmadi|Rahman||1042||Sepahan|12|0|1|Iran|1980-07-30|Goalkeeper
0|+|51934|Ron-Robert Zieler|Goalkeeper|Unknown||Zieler|Zieler|Ron-Robert||357|Right|Hannover 96|3|0|12|Germany|1989-02-12|Goalkeeper
0|+|15076|Nigel de Jong|Defensive Midfielder|Centre||de Jong|de Jong|Nigel||366|Right|Milan|71|1|6|Netherlands|1984-11-30|Midfielder
0|+|37605|Mesut Özil|Attacking Midfielder|Centre||Özil|Özil|Mesut||357|Left|Arsenal|55|17|8|Germany|1988-10-15|Midfielder
0|+|17127|Per Mertesacker|Central Defender|Centre||Mertesacker|Mertesacker|Per||357|Right|Arsenal|98|4|17|Germany|1984-09-29|Defender
0|+|82664|Edin Visca|Winger|Left||Visca|Visca|Edin||537||Istanbul Büyüksehir Belediyespor|10|0|19|Bosnia and Herzegovina|1990-02-17|Forward
0|+|41705|Brad Guzan|Goalkeeper|Unknown||Guzan|Guzan|Brad|Edwin|596||Aston Villa|25|0|12|USA|1984-09-09|Goalkeeper
0|+|27375|Vasilis Torosidis|Full Back|Left||Torosidis|Torosidis|Vasilis||517|Right|Roma|66|7|15|Greece|1985-06-10|Defender
0|+|48853|Gary Medel|Central Defender|Centre/Right||Medel|Medel|Gary||831|Right|Cardiff City|61|5|17|Chile|1987-08-03|Defender
0|+|10995|Charles Itandje|Goalkeeper|Unknown||Itandje|Itandje|Charles|Hubert|494||PAOK Salonika|9|0|16|Cameroon|1982-11-02|Goalkeeper
0|+|119572|Luis Garrido|Defensive Midfielder|Centre||Garrido|Garrido|Luis|Fernando|847||Club Deportivo Olimpia|20|0|19|Honduras|1990-11-05|Midfielder
0|+|131882|Ivan Franjic|Central Defender|Centre||Franjic|Franjic|Ivan||575||Brisbane Roar|9|0|2|Australia|1987-09-10|Defender
0|+|76542|Ki Sung-Yueng|Central Midfielder|Centre|Ki Sung-Yueng|Ki Sung-Yueng|Ki|Sung-Yueng||1041||Swansea City|59|5|16|South Korea|1989-01-24|Midfielder
0|+|39680|Gelson Fernandes|Defensive Midfielder|Centre||Fernandes|Fernandes|Gelson|Tavares|497|Right|Sport-Club Freiburg|47|2|16|Switzerland|1986-09-02|Midfielder
0|+|101121|Panagiotis Glykos|Goalkeeper|Unknown||Glykos|Glykos|Panagiotis||517|Right|PAOK Salonika|2|0|12|Greece|1986-10-10|Goalkeeper
0|+|41733|Georginio Wijnaldum|Attacking Midfielder|Centre||Wijnaldum|Wijnaldum|Georginio|Gregion Emile|366||PSV|5|1|20|Netherlands|1990-11-11|Midfielder
0|+|37641|Gabriel Paletta|Central Defender|Centre||Paletta|Paletta|Gabriel||119|Right|Parma|2|0|20|Italy|1986-02-15|Defender
0|+|131885|Ben Halloran|Winger|Left||Halloran|Halloran|Ben||575|Right|Fortuna Düsseldorf|2|0|10|Australia|1992-06-14|Midfielder
0|+|183059|Jalal Hosseini|Central Defender|Centre||Hosseini|Hosseini|Jalal||1042||Persepolis FC|84|6|4|Iran|1982-02-03|Defender
0|+|17172|Andrea Barzagli|Central Defender|Centre||Barzagli|Barzagli|Andrea||119|Right|Juventus|47|0|15|Italy|1981-05-08|Defender
0|+|148247|Camilo Vargas|Goalkeeper|Unknown||Vargas|Vargas|Camilo|Andrés|832||Independiente Santa Fe|0|0|12|Colombia|1989-03-09|Goalkeeper
0|+|17176|Mauricio Pinilla|Striker|Left/Centre/Right||Pinilla|Pinilla|Mauricio||831|Right|Cagliari|26|5|9|Chile|1984-02-04|Forward
0|+|11037|Rickie Lambert|Striker|Centre||Lambert|Lambert|Rickie|Lee|114||Liverpool|6|3|18|England|1982-02-16|Forward
0|+|68394|Domagoj Vida|Full Back|Centre/Right||Vida|Vida|Domagoj||535||Dynamo Kyiv|23|1|21|Croatia|1989-04-29|Defender
0|+|60210|Graham Zusi|Attacking Midfielder|Centre/Right||Zusi|Zusi|Graham|Jonathan|596||Sporting Kansas City|23|3|19|USA|1986-08-18|Midfielder
0|+|60207|Matt Besler|Central Defender|Centre||Besler|Besler|Matt||596||Sporting Kansas City|17|0|5|USA|1987-02-11|Defender
0|+|103218|Carlos Carbonero|Winger|Right||Carbonero|Carbonero|Carlos||832|Right|River Plate|1|0|5|Colombia|1990-07-25|Midfielder
0|+|99123|Johnny Acosta|Central Defender|Centre||Acosta|Acosta|Johnny||838||Alajuelense|26|1|2|Costa Rica|1983-07-21|Defender
0|+|15157|James Milner|Attacking Midfielder|Left/Centre/Right||Milner|Milner|James|Philip|114||Manchester City|47|1|17|England|1986-01-04|Midfielder
0|+|99127|Joel Campbell|Striker|Left/Centre||Campbell|Campbell|Joel|Nathaniel|838||Arsenal|33|9|9|Costa Rica|1992-06-26|Forward
0|+|99128|Oscar Duarte|Central Defender|Centre||Duarte|Duarte|Oscar|Esaú|838||Club Brugge|11|0|6|Costa Rica|1989-06-03|Defender
0|+|92985|Julian Draxler|Attacking Midfielder|Left/Centre||Draxler|Draxler|Julian||357|Right|FC Schalke 04|11|1|14|Germany|1993-09-20|Midfielder
0|+|60218|Omar González|Central Defender|Centre||González|González|Omar||596||LA Galaxy|20|0|3|USA|1988-10-11|Defender
0|+|95711|José Rojas|Central Defender|Left/Centre||Rojas|Rojas|José|Manuel|831||Universidad de Chile|19|1|13|Chile|1983-06-23|Defender
0|+|88894|Ross Barkley|Attacking Midfielder|Left/Centre/Right||Barkley|Barkley|Ross||114||Everton|6|0|21|England|1993-12-05|Midfielder
0|+|82752|Saphir Taïder|Central Midfielder|Centre||Taïder|Taïder|Saphir|Sliti|1215|Right|Internazionale|10|3|19|Algeria|1992-02-29|Midfielder
0|+|101188|Lucas Digne|Full Back|Left||Digne|Digne|Lucas||368||Paris Saint Germain|2|0|17|France|1993-07-20|Defender
0|+|84450|Granit Xhaka|Central Midfielder|Centre||Xhaka|Xhaka|Granit||497|Left|Borussia Mönchengladbach|26|4|10|Switzerland|1992-09-27|Midfielder
0|+|52049|Senad Lulic|Winger|Left||Lulic|Lulic|Senad||537|Right|Lazio|33|1|16|Bosnia and Herzegovina|1986-01-18|Midfielder
0|+|6994|Giorgos Karagounis|Central Midfielder|Centre/Right||Karagounis|Karagounis|Giorgos||517||Unknown|135|10|10|Greece|1977-03-06|Midfielder
0|+|13139|Ivica Olic|Striker|Left/Centre||Olic|Olic|Ivica||535|Left|VfL Wolfsburg|92|18|18|Croatia|1979-09-14|Forward
0|+|54102|Jack Wilshere|Central Midfielder|Centre||Wilshere|Wilshere|Jack|Andrew Garry|114||Arsenal|18|0|7|England|1992-01-01|Midfielder
